TransactionID,Date,AccountID,CustomerID,ProductID,TransactionType,TransactionChannel,Amount,Status
TXN002472,2025-11-23,ACC00418,CUST00777,PRD003,Debit,UPI,39573.85,Success
TXN002473,2024-10-21,ACC00562,CUST00189,PRD005,Credit,Branch,4001.13,Success
TXN002474,2025-11-07,ACC00900,CUST00714,PRD006,Debit,UPI,21849.33,Success
TXN002475,2024-11-08,ACC00598,CUST00184,PRD015,Credit,Net Banking,9289.29,Success
TXN002476,2025-12-02,ACC00235,CUST00705,PRD010,Debit,UPI,435424.66,Success
TXN002477,2024-01-30,ACC00247,CUST00476,PRD014,Debit,Net Banking,15732.61,Success
TXN002478,2025-05-29,ACC00393,CUST00285,PRD008,Debit,ATM,24003.3,Success
TXN002479,2025-01-25,ACC00471,CUST00613,PRD013,Debit,Branch,11680.39,Success
TXN002480,2025-04-02,ACC00015,CUST00536,PRD004,Credit,UPI,13016.8,Success
TXN002481,2025-03-07,ACC00265,CUST00292,PRD002,Debit,UPI,3442.92,Success
TXN002482,2024-05-28,ACC01000,CUST00485,PRD007,Debit,Net Banking,8564.23,Success
TXN002483,2023-01-16,ACC00516,CUST00333,PRD009,Credit,Mobile App,159860.6,Failed
TXN002484,2024-02-28,ACC00046,CUST00193,PRD012,Credit,UPI,41284.91,Failed
TXN002485,2025-10-14,ACC00139,CUST00611,PRD010,Credit,Mobile App,444070.52,Success
TXN002486,2025-12-05,ACC00730,CUST00227,PRD013,Credit,Net Banking,40394.43,Success
TXN002487,2025-08-15,ACC00778,CUST00044,PRD013,Credit,Net Banking,23589.28,Success
TXN002488,2024-10-02,ACC00421,CUST00388,PRD007,Debit,UPI,24392.2,Success
TXN002489,2024-05-15,ACC00156,CUST00568,PRD009,Credit,UPI,256438.91,Success
TXN002490,2025-10-28,ACC00277,CUST00034,PRD010,Credit,Mobile App,38821.35,Failed
TXN002491,2025-03-16,ACC00683,CUST00669,PRD005,Credit,UPI,2188.25,Success
TXN002492,2025-08-27,ACC00030,CUST00029,PRD014,Debit,Net Banking,48104.2,Success
TXN002493,2025-06-12,ACC00797,CUST00237,PRD007,Debit,UPI,21473.62,Failed
TXN002494,2025-07-18,ACC00069,CUST00587,PRD009,Debit,Net Banking,24023.34,Success
TXN002495,2024-10-25,ACC00774,CUST00712,PRD011,Debit,UPI,409129.85,Success
TXN002496,2025-03-12,ACC00075,CUST00114,PRD010,Debit,UPI,283875.41,Success
TXN002497,2024-06-03,ACC00636,CUST00318,PRD005,Debit,Mobile App,17241.08,Success
TXN002498,2024-01-28,ACC00677,CUST00105,PRD007,Credit,Mobile App,18258.6,Success
TXN002499,2023-07-01,ACC00964,CUST00779,PRD015,Debit,Mobile App,22707.63,Failed
TXN002500,2023-11-14,ACC00317,CUST00495,PRD010,Debit,ATM,208045.48,Success
TXN002501,2025-02-08,ACC00712,CUST00203,PRD009,Debit,UPI,56600.93,Success
TXN002502,2025-11-21,ACC00179,CUST00017,PRD010,Debit,ATM,326858.47,Success
TXN002503,2025-02-20,ACC00422,CUST00088,PRD005,Debit,UPI,5860.6,Success
TXN002504,2025-04-27,ACC00027,CUST00211,PRD002,Debit,UPI,3568.41,Success
TXN002505,2025-08-16,ACC00939,CUST00368,PRD009,Debit,UPI,95685.49,Success
TXN002506,2024-03-19,ACC00280,CUST00202,PRD016,Credit,Mobile App,6079.55,Success
TXN002507,2024-11-07,ACC00751,CUST00270,PRD009,Credit,UPI,142470.72,Success
TXN002508,2025-07-02,ACC00250,CUST00600,PRD002,Credit,Net Banking,3338.31,Success
TXN002509,2024-01-08,ACC00501,CUST00051,PRD004,Debit,Branch,9234.22,Success
TXN002510,2023-01-09,ACC00602,CUST00012,PRD016,Credit,Net Banking,23396.25,Success
TXN002511,2023-02-17,ACC00700,CUST00783,PRD007,Credit,POS,13031.55,Success
TXN002512,2025-12-09,ACC00853,CUST00693,PRD004,Credit,Net Banking,21178.77,Success
TXN002513,2025-12-24,ACC00845,CUST00349,PRD016,Debit,Branch,1479.15,Success
TXN002514,2025-09-08,ACC00571,CUST00604,PRD006,Debit,UPI,15224.94,Success
TXN002515,2025-07-31,ACC00535,CUST00701,PRD014,Debit,Net Banking,34402.95,Success
TXN002516,2024-10-14,ACC00492,CUST00502,PRD008,Credit,Branch,23824.39,Success
TXN002517,2025-01-13,ACC00384,CUST00622,PRD013,Debit,UPI,3076.58,Success
TXN002518,2025-08-27,ACC00331,CUST00176,PRD013,Credit,Mobile App,5884.3,Success
TXN002519,2024-11-10,ACC00339,CUST00164,PRD002,Debit,Mobile App,16139.36,Success
TXN002520,2024-06-16,ACC00905,CUST00585,PRD005,Credit,UPI,6668.2,Success
TXN002521,2025-08-18,ACC00761,CUST00319,PRD015,Debit,UPI,22419.38,Success
TXN002522,2025-04-17,ACC00186,CUST00093,PRD013,Credit,Mobile App,10106.42,Success
TXN002523,2025-12-04,ACC00660,CUST00005,PRD011,Credit,Mobile App,284138.34,Success
TXN002524,2025-07-16,ACC00809,CUST00356,PRD006,Debit,UPI,5920.31,Success
TXN002525,2025-10-26,ACC00539,CUST00443,PRD007,Credit,Net Banking,16708.94,Success
TXN002526,2025-04-29,ACC00897,CUST00233,PRD011,Credit,Net Banking,42795.81,Success
TXN002527,2024-10-16,ACC00528,CUST00269,PRD015,Credit,Mobile App,20101.83,Success
TXN002528,2023-03-15,ACC00579,CUST00158,PRD011,Credit,UPI,497774.49,Success
TXN002529,2024-10-01,ACC00638,CUST00365,PRD002,Debit,Mobile App,18929.85,Success
TXN002530,2023-03-11,ACC00346,CUST00678,PRD005,Debit,Mobile App,19189.05,Success
TXN002531,2025-11-19,ACC00491,CUST00637,PRD004,Debit,UPI,7480.65,Success
TXN002532,2025-06-01,ACC00090,CUST00503,PRD016,Debit,Mobile App,18270.98,Success
TXN002533,2024-06-02,ACC00790,CUST00447,PRD006,Debit,POS,22239.87,Success
TXN002534,2024-04-22,ACC00482,CUST00692,PRD003,Credit,Mobile App,204367.44,Success
TXN002535,2025-11-11,ACC00641,CUST00500,PRD009,Debit,UPI,69413.11,Success
TXN002536,2024-01-15,ACC00947,CUST00735,PRD001,Credit,Mobile App,15507.71,Success
TXN002537,2025-12-13,ACC00855,CUST00401,PRD002,Debit,UPI,4840.36,Success
TXN002538,2023-01-23,ACC00011,CUST00265,PRD016,Credit,Net Banking,7431.35,Success
TXN002539,2023-11-12,ACC00836,CUST00598,PRD015,Credit,POS,14040.23,Success
TXN002540,2025-05-22,ACC00375,CUST00068,PRD015,Debit,Mobile App,24751.56,Success
TXN002541,2025-03-25,ACC00413,CUST00418,PRD010,Credit,UPI,386619.98,Success
TXN002542,2025-01-10,ACC00650,CUST00026,PRD011,Debit,UPI,379652.75,Success
TXN002543,2024-09-03,ACC00697,CUST00146,PRD009,Credit,Branch,269597.01,Success
TXN002544,2025-09-22,ACC00772,CUST00506,PRD016,Credit,Net Banking,9108.86,Success
TXN002545,2025-06-13,ACC00536,CUST00338,PRD001,Credit,POS,22436.94,Success
TXN002546,2025-05-13,ACC00446,CUST00401,PRD006,Debit,ATM,20717.54,Failed
TXN002547,2025-10-05,ACC00103,CUST00313,PRD001,Debit,POS,3033.35,Success
TXN002548,2025-07-29,ACC00731,CUST00604,PRD002,Credit,Net Banking,8599.36,Success
TXN002549,2023-05-24,ACC00269,CUST00367,PRD013,Debit,ATM,29730.35,Success
TXN002550,2024-12-07,ACC00554,CUST00128,PRD010,Credit,Net Banking,147698.5,Success
TXN002551,2025-02-17,ACC00698,CUST00748,PRD012,Debit,UPI,20642.78,Success
TXN002552,2025-12-24,ACC00524,CUST00226,PRD012,Credit,ATM,24355.49,Success
TXN002553,2025-11-24,ACC00628,CUST00413,PRD010,Credit,Net Banking,89944.43,Success
TXN002554,2025-04-09,ACC00509,CUST00129,PRD005,Credit,Mobile App,24513.81,Success
TXN002555,2025-09-25,ACC00477,CUST00151,PRD014,Debit,UPI,13718.83,Success
TXN002556,2025-10-27,ACC00755,CUST00628,PRD012,Debit,UPI,15881.76,Success
TXN002557,2025-05-25,ACC00250,CUST00600,PRD006,Debit,Mobile App,833.41,Success
TXN002558,2025-12-11,ACC00868,CUST00548,PRD003,Debit,Mobile App,23126.4,Success
TXN002559,2024-11-11,ACC00436,CUST00354,PRD009,Debit,Mobile App,444912.22,Success
TXN002560,2023-11-06,ACC00521,CUST00592,PRD015,Credit,UPI,19105.02,Success
TXN002561,2025-07-12,ACC00165,CUST00229,PRD004,Credit,UPI,20376.41,Success
TXN002562,2024-07-14,ACC00990,CUST00426,PRD013,Credit,POS,2871.85,Success
TXN002563,2023-05-29,ACC00614,CUST00331,PRD010,Credit,Mobile App,154038.6,Success
TXN002564,2025-06-01,ACC00118,CUST00549,PRD011,Credit,Mobile App,174268.54,Success
TXN002565,2024-07-23,ACC00070,CUST00766,PRD009,Credit,Net Banking,270467.7,Success
TXN002566,2024-10-21,ACC00149,CUST00531,PRD011,Debit,Branch,320949.28,Success
TXN002567,2024-03-31,ACC00227,CUST00679,PRD010,Credit,UPI,149658.32,Success
TXN002568,2025-12-27,ACC00208,CUST00451,PRD010,Debit,Mobile App,207554.22,Success
TXN002569,2025-03-14,ACC00854,CUST00470,PRD012,Credit,Branch,36438.05,Success
TXN002570,2023-08-18,ACC00672,CUST00237,PRD011,Debit,Mobile App,85852.69,Success
TXN002571,2023-11-27,ACC00362,CUST00114,PRD001,Credit,Net Banking,12353.14,Success
TXN002572,2023-02-16,ACC00750,CUST00006,PRD012,Debit,Mobile App,2860.91,Success
TXN002573,2025-08-22,ACC00956,CUST00656,PRD004,Credit,Net Banking,19250.92,Success
TXN002574,2024-11-04,ACC00548,CUST00073,PRD012,Credit,UPI,26910.03,Success
TXN002575,2025-07-31,ACC00647,CUST00347,PRD005,Credit,UPI,5879.62,Success
TXN002576,2025-11-09,ACC00707,CUST00527,PRD012,Debit,POS,35888.49,Success
TXN002577,2025-12-14,ACC00524,CUST00226,PRD011,Credit,UPI,72182.38,Failed
TXN002578,2024-09-12,ACC00463,CUST00455,PRD006,Debit,UPI,21253.68,Success
TXN002579,2025-01-24,ACC00511,CUST00292,PRD002,Debit,UPI,15112.89,Success
TXN002580,2025-02-18,ACC00347,CUST00615,PRD003,Credit,UPI,134227.03,Success
TXN002581,2025-04-08,ACC00604,CUST00034,PRD015,Credit,Net Banking,12444.13,Success
TXN002582,2024-10-14,ACC00483,CUST00745,PRD004,Debit,UPI,5534.52,Success
TXN002583,2024-05-23,ACC00046,CUST00193,PRD012,Credit,Net Banking,13597.63,Success
TXN002584,2025-07-31,ACC00729,CUST00194,PRD001,Credit,POS,8143.26,Success
TXN002585,2025-06-02,ACC00844,CUST00676,PRD008,Credit,UPI,24329.66,Success
TXN002586,2024-01-24,ACC00790,CUST00447,PRD001,Credit,UPI,5989.04,Failed
TXN002587,2024-07-22,ACC00396,CUST00314,PRD001,Credit,UPI,11812.91,Success
TXN002588,2025-12-13,ACC00188,CUST00772,PRD011,Credit,UPI,399649.68,Success
TXN002589,2025-07-30,ACC00788,CUST00557,PRD005,Debit,UPI,448.94,Success
TXN002590,2023-06-15,ACC00927,CUST00673,PRD002,Credit,UPI,20533.81,Success
TXN002591,2025-04-26,ACC00981,CUST00326,PRD004,Debit,UPI,6601.35,Success
TXN002592,2024-07-18,ACC00478,CUST00275,PRD007,Debit,Mobile App,8569.43,Success
TXN002593,2025-01-03,ACC00044,CUST00064,PRD001,Debit,Net Banking,11004.48,Success
TXN002594,2025-04-28,ACC00901,CUST00108,PRD005,Debit,ATM,20581.35,Success
TXN002595,2025-10-11,ACC00506,CUST00555,PRD006,Credit,UPI,13633.44,Success
TXN002596,2025-06-05,ACC00655,CUST00456,PRD008,Debit,Mobile App,14353.39,Success
TXN002597,2025-07-18,ACC00845,CUST00349,PRD001,Credit,Net Banking,17600.2,Success
TXN002598,2025-08-21,ACC00826,CUST00667,PRD008,Debit,Mobile App,23184.92,Success
TXN002599,2023-05-02,ACC00282,CUST00130,PRD013,Credit,Mobile App,43114.75,Success
TXN002600,2024-08-16,ACC00061,CUST00510,PRD002,Credit,Branch,20209.38,Success
TXN002601,2025-08-05,ACC00631,CUST00008,PRD004,Debit,UPI,9465.31,Success
TXN002602,2025-10-07,ACC00146,CUST00507,PRD002,Credit,Net Banking,5675.31,Success
TXN002603,2025-05-20,ACC00053,CUST00354,PRD015,Credit,Net Banking,9894.58,Success
TXN002604,2025-08-28,ACC00786,CUST00695,PRD014,Debit,UPI,27184.19,Success
TXN002605,2023-11-04,ACC00978,CUST00172,PRD004,Credit,UPI,14278.85,Success
TXN002606,2024-03-07,ACC00127,CUST00575,PRD014,Debit,Mobile App,9123.63,Success
TXN002607,2024-11-20,ACC00615,CUST00716,PRD006,Debit,UPI,24226.02,Success
TXN002608,2025-10-25,ACC00125,CUST00308,PRD012,Debit,POS,26945.85,Success
TXN002609,2025-11-07,ACC00701,CUST00365,PRD015,Debit,UPI,13592.26,Success
TXN002610,2025-07-07,ACC00904,CUST00614,PRD002,Debit,ATM,3259.16,Failed
TXN002611,2025-05-01,ACC00474,CUST00146,PRD009,Debit,ATM,476671.99,Success
TXN002612,2025-07-12,ACC00595,CUST00554,PRD007,Debit,UPI,10885.46,Success
TXN002613,2025-05-08,ACC00099,CUST00716,PRD007,Debit,Net Banking,24229.73,Success
TXN002614,2025-08-20,ACC00825,CUST00417,PRD001,Debit,UPI,21168.77,Success
TXN002615,2023-10-06,ACC00545,CUST00067,PRD002,Debit,Mobile App,2191.95,Success
TXN002616,2025-12-16,ACC00189,CUST00080,PRD012,Credit,Mobile App,48140.28,Success
TXN002617,2025-06-08,ACC00302,CUST00273,PRD007,Debit,UPI,2382.48,Success
TXN002618,2023-01-01,ACC00223,CUST00124,PRD009,Debit,UPI,234838.0,Success
TXN002619,2025-03-26,ACC00551,CUST00114,PRD003,Credit,Mobile App,109645.3,Failed
TXN002620,2025-08-02,ACC00904,CUST00614,PRD006,Debit,Mobile App,2042.0,Success
TXN002621,2024-06-28,ACC00008,CUST00624,PRD005,Debit,Net Banking,11589.01,Success
TXN002622,2024-03-31,ACC00616,CUST00012,PRD009,Debit,Mobile App,431371.41,Success
TXN002623,2025-04-22,ACC00397,CUST00775,PRD007,Debit,Mobile App,21153.23,Success
TXN002624,2024-05-09,ACC00590,CUST00481,PRD008,Debit,UPI,4984.22,Success
TXN002625,2025-03-14,ACC00553,CUST00631,PRD009,Debit,UPI,172761.85,Success
TXN002626,2024-09-29,ACC00176,CUST00642,PRD011,Debit,UPI,320096.08,Success
TXN002627,2024-10-30,ACC00136,CUST00093,PRD006,Credit,UPI,844.45,Success
TXN002628,2023-10-13,ACC00183,CUST00338,PRD014,Debit,UPI,19356.49,Failed
TXN002629,2024-02-12,ACC00235,CUST00705,PRD011,Debit,Net Banking,34704.39,Success
TXN002630,2025-04-06,ACC00880,CUST00161,PRD002,Credit,UPI,19481.64,Success
TXN002631,2025-10-24,ACC00679,CUST00637,PRD008,Credit,UPI,23362.35,Success
TXN002632,2025-02-08,ACC00340,CUST00779,PRD011,Credit,Mobile App,189449.57,Success
TXN002633,2023-11-30,ACC00063,CUST00599,PRD009,Debit,UPI,324295.53,Success
TXN002634,2025-08-02,ACC00086,CUST00232,PRD013,Credit,Mobile App,13828.0,Success
TXN002635,2024-04-06,ACC00201,CUST00521,PRD006,Credit,ATM,4944.74,Success
TXN002636,2023-09-07,ACC00409,CUST00610,PRD002,Debit,Branch,8570.63,Failed
TXN002637,2025-11-26,ACC00754,CUST00438,PRD007,Credit,UPI,8264.23,Success
TXN002638,2024-10-05,ACC00688,CUST00113,PRD015,Debit,UPI,12134.24,Failed
TXN002639,2024-06-22,ACC00070,CUST00766,PRD008,Debit,UPI,14428.55,Success
TXN002640,2025-06-19,ACC00334,CUST00764,PRD013,Credit,Mobile App,11502.39,Success
TXN002641,2023-11-20,ACC00719,CUST00614,PRD015,Debit,Net Banking,5666.49,Success
TXN002642,2025-05-20,ACC00021,CUST00211,PRD007,Debit,Mobile App,9841.36,Success
TXN002643,2024-08-27,ACC00688,CUST00113,PRD008,Credit,POS,6644.95,Success
TXN002644,2023-02-02,ACC00849,CUST00444,PRD014,Credit,ATM,30689.25,Success
TXN002645,2024-08-19,ACC00327,CUST00725,PRD015,Debit,Net Banking,6616.5,Success
TXN002646,2024-04-02,ACC00916,CUST00796,PRD006,Credit,UPI,21955.98,Success
TXN002647,2025-07-31,ACC00450,CUST00523,PRD012,Debit,ATM,41703.66,Success
TXN002648,2025-11-18,ACC00535,CUST00701,PRD013,Debit,Mobile App,10357.82,Success
TXN002649,2025-04-05,ACC00406,CUST00584,PRD012,Debit,UPI,39775.85,Success
TXN002650,2023-12-11,ACC00434,CUST00716,PRD012,Credit,UPI,4866.26,Success
TXN002651,2025-12-18,ACC00810,CUST00049,PRD011,Credit,UPI,117102.65,Success
TXN002652,2025-05-07,ACC00316,CUST00441,PRD014,Credit,UPI,11116.15,Success
TXN002653,2023-02-07,ACC00214,CUST00617,PRD014,Credit,Net Banking,5320.21,Failed
TXN002654,2025-12-10,ACC00606,CUST00407,PRD012,Debit,Mobile App,1294.81,Success
TXN002655,2025-09-28,ACC00328,CUST00349,PRD005,Debit,POS,21620.04,Success
TXN002656,2024-12-03,ACC00121,CUST00369,PRD003,Debit,UPI,61825.77,Success
TXN002657,2025-11-16,ACC00715,CUST00693,PRD010,Debit,UPI,274021.82,Success
TXN002658,2025-08-28,ACC00811,CUST00038,PRD009,Debit,Net Banking,289513.09,Success
TXN002659,2025-08-01,ACC00794,CUST00666,PRD010,Debit,ATM,23228.73,Success
TXN002660,2024-01-19,ACC00596,CUST00514,PRD016,Credit,UPI,13989.34,Success
TXN002661,2025-08-11,ACC00792,CUST00027,PRD003,Debit,Mobile App,468883.51,Success
TXN002662,2025-01-27,ACC00568,CUST00566,PRD003,Debit,Branch,219719.89,Success
TXN002663,2025-03-16,ACC00931,CUST00697,PRD006,Debit,ATM,10446.27,Success
TXN002664,2024-07-18,ACC00082,CUST00244,PRD010,Debit,Mobile App,434044.49,Success
TXN002665,2025-09-01,ACC00508,CUST00114,PRD010,Credit,Net Banking,491913.89,Success
TXN002666,2024-10-31,ACC00449,CUST00420,PRD016,Debit,UPI,18348.91,Success
TXN002667,2025-03-04,ACC00173,CUST00428,PRD002,Credit,UPI,19711.43,Success
TXN002668,2025-12-19,ACC00058,CUST00434,PRD011,Debit,UPI,166180.02,Success
TXN002669,2025-09-06,ACC00567,CUST00055,PRD015,Debit,UPI,17360.19,Success
TXN002670,2023-01-09,ACC00675,CUST00410,PRD014,Debit,UPI,809.75,Failed
TXN002671,2025-05-18,ACC00983,CUST00477,PRD002,Credit,UPI,16015.21,Success
TXN002672,2024-05-27,ACC00312,CUST00218,PRD016,Debit,ATM,5986.89,Success
TXN002673,2025-10-04,ACC00760,CUST00067,PRD004,Debit,ATM,2981.77,Failed
TXN002674,2025-08-19,ACC00874,CUST00686,PRD008,Credit,UPI,8167.02,Success
TXN002675,2024-09-04,ACC00730,CUST00227,PRD005,Debit,Mobile App,10699.5,Success
TXN002676,2024-12-06,ACC00463,CUST00455,PRD011,Debit,Net Banking,156494.23,Success
TXN002677,2025-01-06,ACC00505,CUST00462,PRD012,Debit,Mobile App,31188.13,Success
TXN002678,2025-12-13,ACC00961,CUST00745,PRD006,Debit,UPI,17289.98,Failed
TXN002679,2025-11-10,ACC00575,CUST00716,PRD016,Debit,Mobile App,19741.81,Success
TXN002680,2025-05-12,ACC00501,CUST00051,PRD011,Debit,UPI,378512.05,Success
TXN002681,2025-12-13,ACC00524,CUST00226,PRD016,Credit,ATM,17621.74,Failed
TXN002682,2025-09-02,ACC00111,CUST00272,PRD002,Debit,UPI,1832.87,Failed
TXN002683,2023-01-31,ACC00700,CUST00783,PRD009,Credit,ATM,407709.99,Success
TXN002684,2023-08-25,ACC00161,CUST00079,PRD012,Credit,UPI,6751.62,Success
TXN002685,2023-11-27,ACC00011,CUST00265,PRD016,Debit,ATM,15710.11,Success
TXN002686,2023-02-10,ACC00533,CUST00602,PRD010,Debit,UPI,445031.42,Success
TXN002687,2025-09-05,ACC00584,CUST00781,PRD015,Debit,Mobile App,5178.53,Success
TXN002688,2025-10-18,ACC00888,CUST00592,PRD007,Debit,UPI,19196.68,Success
TXN002689,2025-03-21,ACC00094,CUST00370,PRD010,Credit,Net Banking,104931.76,Success
TXN002690,2024-01-01,ACC00627,CUST00765,PRD006,Credit,UPI,6582.48,Success
TXN002691,2025-12-22,ACC00273,CUST00161,PRD006,Debit,Mobile App,3478.1,Success
TXN002692,2025-04-15,ACC00371,CUST00547,PRD001,Credit,Mobile App,3646.9,Success
TXN002693,2023-04-12,ACC00964,CUST00779,PRD012,Credit,ATM,37224.12,Success
TXN002694,2025-07-23,ACC00448,CUST00212,PRD009,Credit,Net Banking,69079.97,Success
TXN002695,2024-07-24,ACC00454,CUST00033,PRD003,Credit,ATM,480968.28,Success
TXN002696,2024-08-16,ACC00070,CUST00766,PRD014,Debit,UPI,11145.89,Success
TXN002697,2025-10-25,ACC00194,CUST00798,PRD012,Credit,Net Banking,28442.0,Success
TXN002698,2024-11-10,ACC00051,CUST00766,PRD009,Debit,UPI,34047.95,Success
TXN002699,2025-03-30,ACC00035,CUST00756,PRD012,Credit,UPI,45527.26,Failed
TXN002700,2024-10-10,ACC00272,CUST00129,PRD014,Credit,Mobile App,5490.1,Success
TXN002701,2023-09-22,ACC00126,CUST00180,PRD006,Credit,UPI,1976.54,Success
TXN002702,2025-04-27,ACC00790,CUST00447,PRD013,Credit,Mobile App,44886.97,Success
TXN002703,2025-11-04,ACC00069,CUST00587,PRD005,Credit,UPI,19754.86,Failed
TXN002704,2025-12-28,ACC00711,CUST00629,PRD008,Debit,Mobile App,23498.43,Success
TXN002705,2024-02-22,ACC00501,CUST00051,PRD010,Credit,UPI,242253.17,Success
TXN002706,2025-09-23,ACC00679,CUST00637,PRD007,Debit,Mobile App,9887.74,Success
TXN002707,2024-02-13,ACC00022,CUST00040,PRD009,Credit,UPI,435407.92,Success
TXN002708,2025-10-10,ACC00386,CUST00751,PRD003,Debit,POS,363435.63,Success
TXN002709,2025-08-01,ACC00279,CUST00268,PRD008,Credit,ATM,21213.8,Success
TXN002710,2023-04-03,ACC00389,CUST00542,PRD005,Debit,UPI,11059.53,Success
TXN002711,2025-03-28,ACC00884,CUST00135,PRD016,Credit,UPI,14937.81,Success
TXN002712,2024-04-29,ACC00976,CUST00521,PRD010,Debit,Branch,122833.85,Success
TXN002713,2024-01-31,ACC00960,CUST00233,PRD001,Debit,ATM,23785.78,Success
TXN002714,2025-07-20,ACC00697,CUST00146,PRD010,Debit,Mobile App,33477.62,Success
TXN002715,2025-04-25,ACC00777,CUST00691,PRD011,Debit,POS,194867.49,Success
TXN002716,2024-11-13,ACC00990,CUST00426,PRD015,Debit,Net Banking,4792.17,Success
TXN002717,2025-05-31,ACC00997,CUST00286,PRD015,Credit,UPI,12274.74,Success
TXN002718,2025-09-14,ACC00182,CUST00273,PRD002,Debit,Net Banking,12636.17,Success
TXN002719,2024-08-11,ACC00959,CUST00076,PRD011,Debit,Mobile App,352793.41,Success
TXN002720,2025-12-12,ACC00871,CUST00439,PRD013,Debit,ATM,18189.53,Success
TXN002721,2025-03-07,ACC00699,CUST00715,PRD014,Credit,Mobile App,40035.26,Success
TXN002722,2024-11-18,ACC00053,CUST00354,PRD016,Debit,Net Banking,1106.9,Success
TXN002723,2025-01-30,ACC00890,CUST00785,PRD007,Credit,POS,9757.49,Success
TXN002724,2024-03-19,ACC00601,CUST00620,PRD003,Credit,Mobile App,173952.39,Success
TXN002725,2025-10-18,ACC00507,CUST00008,PRD001,Credit,UPI,23856.95,Success
TXN002726,2025-06-29,ACC00485,CUST00108,PRD014,Debit,Mobile App,5131.68,Success
TXN002727,2025-06-22,ACC00431,CUST00377,PRD012,Debit,Mobile App,46379.66,Success
TXN002728,2025-04-03,ACC00461,CUST00716,PRD006,Debit,Net Banking,2402.63,Success
TXN002729,2025-09-29,ACC00551,CUST00114,PRD008,Credit,UPI,12833.39,Success
TXN002730,2024-11-06,ACC00064,CUST00629,PRD009,Credit,ATM,296743.6,Success
TXN002731,2025-03-15,ACC00074,CUST00135,PRD006,Debit,UPI,12546.64,Success
TXN002732,2023-10-05,ACC00588,CUST00298,PRD004,Debit,UPI,15868.94,Success
TXN002733,2024-06-07,ACC00808,CUST00186,PRD014,Debit,UPI,43403.18,Success
TXN002734,2024-07-20,ACC00211,CUST00360,PRD007,Debit,POS,18841.23,Success
TXN002735,2024-06-13,ACC00066,CUST00211,PRD016,Credit,UPI,16868.6,Success
TXN002736,2024-02-07,ACC00107,CUST00697,PRD004,Credit,UPI,22840.8,Success
TXN002737,2025-09-15,ACC00655,CUST00456,PRD010,Credit,Mobile App,85273.65,Success
TXN002738,2025-10-14,ACC00232,CUST00076,PRD009,Credit,Net Banking,230065.75,Success
TXN002739,2023-09-12,ACC00940,CUST00424,PRD003,Credit,Branch,122762.83,Success
TXN002740,2024-04-26,ACC00600,CUST00182,PRD010,Credit,UPI,120032.92,Success
TXN002741,2025-04-04,ACC00970,CUST00145,PRD003,Credit,UPI,339269.02,Success
TXN002742,2025-05-16,ACC00694,CUST00550,PRD008,Credit,Mobile App,19646.53,Success
TXN002743,2024-05-03,ACC00745,CUST00369,PRD009,Credit,UPI,288025.57,Success
TXN002744,2025-07-04,ACC00256,CUST00720,PRD015,Credit,Mobile App,21510.11,Success
TXN002745,2024-07-30,ACC00985,CUST00597,PRD002,Debit,UPI,14948.45,Success
TXN002746,2025-10-31,ACC00024,CUST00580,PRD007,Credit,UPI,4921.98,Success
TXN002747,2025-09-12,ACC00813,CUST00262,PRD007,Debit,POS,9574.34,Success
TXN002748,2025-12-03,ACC00918,CUST00680,PRD009,Debit,ATM,20593.32,Success
TXN002749,2025-01-04,ACC00116,CUST00660,PRD006,Debit,Net Banking,8696.45,Success
TXN002750,2023-10-16,ACC00227,CUST00679,PRD015,Debit,Mobile App,19431.44,Success
TXN002751,2023-08-17,ACC00218,CUST00475,PRD009,Credit,Mobile App,111563.09,Success
TXN002752,2024-06-30,ACC00542,CUST00274,PRD016,Debit,Mobile App,9745.48,Success
TXN002753,2024-04-26,ACC00022,CUST00040,PRD004,Debit,UPI,6558.0,Success
TXN002754,2025-10-16,ACC00290,CUST00522,PRD011,Credit,Net Banking,87606.0,Success
TXN002755,2024-06-20,ACC00927,CUST00673,PRD010,Credit,UPI,314840.55,Success
TXN002756,2025-12-01,ACC00838,CUST00044,PRD012,Credit,Mobile App,8734.42,Success
TXN002757,2025-06-21,ACC00684,CUST00596,PRD008,Debit,Mobile App,2225.8,Success
TXN002758,2025-10-12,ACC00865,CUST00634,PRD007,Credit,Mobile App,3336.69,Success
TXN002759,2025-09-12,ACC00813,CUST00262,PRD010,Debit,Mobile App,71379.05,Failed
TXN002760,2023-05-20,ACC00264,CUST00301,PRD005,Credit,POS,21976.82,Success
TXN002761,2023-02-21,ACC00332,CUST00154,PRD015,Debit,UPI,21674.71,Success
TXN002762,2023-12-19,ACC00990,CUST00426,PRD014,Credit,UPI,18477.75,Success
TXN002763,2025-08-11,ACC00479,CUST00733,PRD015,Debit,POS,19233.47,Success
TXN002764,2025-07-22,ACC00196,CUST00519,PRD006,Debit,Mobile App,15610.37,Success
TXN002765,2023-12-20,ACC00901,CUST00108,PRD009,Credit,Mobile App,187055.42,Success
TXN002766,2023-08-21,ACC00409,CUST00610,PRD008,Credit,ATM,6356.9,Failed
TXN002767,2024-06-21,ACC00861,CUST00669,PRD009,Debit,UPI,241638.02,Success
TXN002768,2025-08-17,ACC00577,CUST00408,PRD006,Credit,UPI,3050.89,Success
TXN002769,2025-11-23,ACC00828,CUST00284,PRD012,Debit,UPI,40401.79,Success
