AccountID,CustomerID,AccountType,Branch,Status,OpenDate,CloseDate
ACC00761,CUST00319,Current,Indore Branch,Open,2025-02-04,
ACC00762,CUST00765,NRI,Surat Branch,Open,2025-05-21,
ACC00763,CUST00295,NRI,Delhi Branch,Open,2022-01-17,
ACC00764,CUST00510,NRI,Hyderabad Branch,Closed,2024-01-24,2025-07-01
ACC00765,CUST00519,NRI,Surat Branch,Open,2025-07-29,
ACC00766,CUST00524,Current,Bhopal Branch,Open,2025-04-13,
ACC00767,CUST00400,Salary,Indore Branch,Open,2021-05-07,
ACC00768,CUST00048,NRI,Lucknow Branch,Open,2022-01-07,
ACC00769,CUST00303,Current,Guwahati Branch,Open,2024-02-05,
ACC00770,CUST00227,NRI,Hyderabad Branch,Open,2023-10-14,
ACC00771,CUST00642,Current,Bengaluru Branch,Open,2025-07-29,
ACC00772,CUST00506,NRI,Bhubaneswar Branch,Open,2022-06-12,
ACC00773,CUST00331,Salary,Lucknow Branch,Open,2025-04-17,
ACC00774,CUST00712,Salary,Delhi Branch,Open,2024-04-23,
ACC00775,CUST00133,Savings,Patna Branch,Open,2021-04-11,
ACC00776,CUST00708,Salary,Raipur Branch,Open,2025-02-15,
ACC00777,CUST00691,NRI,Jaipur Branch,Open,2024-09-30,
ACC00778,CUST00044,Salary,Chandigarh Branch,Open,2023-05-01,
ACC00779,CUST00628,NRI,Hyderabad Branch,Open,2022-11-04,
ACC00780,CUST00001,Savings,Mumbai Branch,Open,2020-07-04,
ACC00781,CUST00251,Savings,Chandigarh Branch,Open,2024-11-18,
ACC00782,CUST00064,Savings,Pune Branch,Open,2024-07-01,
ACC00783,CUST00422,Current,Kochi Branch,Open,2021-07-31,
ACC00784,CUST00158,Savings,Patna Branch,Open,2021-12-17,
ACC00785,CUST00127,Current,Nagpur Branch,Open,2020-06-29,
ACC00786,CUST00695,Current,Guwahati Branch,Open,2024-01-27,
ACC00787,CUST00649,Salary,Chennai Branch,Open,2024-11-30,
ACC00788,CUST00557,NRI,Ahmedabad Branch,Open,2025-06-04,
ACC00789,CUST00122,NRI,Indore Branch,Closed,2021-12-12,2023-06-06
ACC00790,CUST00447,Savings,Delhi Branch,Open,2022-10-27,
ACC00791,CUST00066,Current,Kolkata Branch,Open,2024-11-23,
ACC00792,CUST00027,NRI,Surat Branch,Open,2024-11-10,
ACC00793,CUST00456,NRI,Surat Branch,Open,2023-02-01,
ACC00794,CUST00666,Salary,Bhubaneswar Branch,Open,2024-11-16,
ACC00795,CUST00392,Savings,Ahmedabad Branch,Open,2024-07-09,
ACC00796,CUST00506,Current,Bhubaneswar Branch,Open,2022-11-13,
ACC00797,CUST00237,NRI,Mumbai Branch,Open,2023-05-17,
ACC00798,CUST00576,Savings,Kolkata Branch,Open,2021-05-29,
ACC00799,CUST00609,Savings,Indore Branch,Open,2024-03-09,
ACC00800,CUST00040,Current,Guwahati Branch,Open,2022-09-17,
ACC00801,CUST00668,Salary,Patna Branch,Open,2025-04-03,
ACC00802,CUST00023,Current,Delhi Branch,Closed,2025-01-30,2025-11-12
ACC00803,CUST00415,Savings,Pune Branch,Open,2025-03-16,
ACC00804,CUST00731,Savings,Bhopal Branch,Open,2024-10-01,
ACC00805,CUST00160,Salary,Raipur Branch,Open,2025-05-05,
ACC00806,CUST00687,Savings,Jaipur Branch,Open,2024-06-10,
ACC00807,CUST00664,Current,Hyderabad Branch,Closed,2023-03-20,2023-10-24
ACC00808,CUST00186,Current,Delhi Branch,Closed,2024-01-20,2024-09-16
ACC00809,CUST00356,Salary,Bhopal Branch,Open,2023-07-01,
ACC00810,CUST00049,Salary,Chandigarh Branch,Open,2024-03-02,
ACC00811,CUST00038,NRI,Bhopal Branch,Open,2025-08-21,
ACC00812,CUST00012,Savings,Ahmedabad Branch,Open,2021-07-06,
ACC00813,CUST00262,NRI,Lucknow Branch,Closed,2025-09-12,2025-09-12
ACC00814,CUST00288,Current,Bhubaneswar Branch,Open,2020-01-04,
ACC00815,CUST00151,Savings,Jaipur Branch,Open,2024-11-12,
ACC00816,CUST00760,NRI,Surat Branch,Open,2025-06-19,
ACC00817,CUST00414,Salary,Delhi Branch,Open,2024-03-08,
ACC00818,CUST00762,Savings,Surat Branch,Closed,2021-12-13,2022-11-05
ACC00819,CUST00207,Current,Guwahati Branch,Open,2022-09-15,
ACC00820,CUST00793,Savings,Chennai Branch,Open,2024-07-08,
ACC00821,CUST00432,Current,Pune Branch,Open,2023-09-14,
ACC00822,CUST00206,Salary,Bengaluru Branch,Open,2025-11-07,
ACC00823,CUST00300,NRI,Raipur Branch,Open,2024-06-23,
ACC00824,CUST00744,Savings,Chandigarh Branch,Open,2023-08-16,
ACC00825,CUST00417,Salary,Indore Branch,Open,2024-08-21,
ACC00826,CUST00667,Salary,Kochi Branch,Open,2023-09-24,
ACC00827,CUST00746,NRI,Nagpur Branch,Closed,2025-11-06,2025-12-21
ACC00828,CUST00284,Salary,Pune Branch,Open,2024-03-08,
ACC00829,CUST00408,NRI,Kolkata Branch,Open,2024-03-04,
ACC00830,CUST00723,Current,Mumbai Branch,Open,2020-11-05,
ACC00831,CUST00070,Salary,Chandigarh Branch,Open,2024-12-01,
ACC00832,CUST00122,Salary,Indore Branch,Open,2024-07-26,
ACC00833,CUST00285,Current,Bhubaneswar Branch,Closed,2023-06-08,2023-07-09
ACC00834,CUST00520,Current,Surat Branch,Open,2023-06-20,
ACC00835,CUST00225,Salary,Kolkata Branch,Open,2025-03-06,
ACC00836,CUST00598,NRI,Indore Branch,Open,2022-05-27,
ACC00837,CUST00708,NRI,Raipur Branch,Open,2023-08-30,
ACC00838,CUST00044,Savings,Chandigarh Branch,Open,2020-01-05,
ACC00839,CUST00771,Salary,Chandigarh Branch,Open,2023-02-24,
ACC00840,CUST00017,Current,Ahmedabad Branch,Open,2020-08-09,
ACC00841,CUST00075,Savings,Kochi Branch,Open,2024-04-12,
ACC00842,CUST00482,NRI,Chennai Branch,Open,2025-11-24,
ACC00843,CUST00015,NRI,Surat Branch,Open,2024-11-22,
ACC00844,CUST00676,Current,Chandigarh Branch,Open,2025-02-14,
ACC00845,CUST00349,Salary,Kochi Branch,Open,2025-03-01,
ACC00846,CUST00447,Salary,Delhi Branch,Open,2024-02-24,
ACC00847,CUST00347,Savings,Hyderabad Branch,Open,2025-01-15,
ACC00848,CUST00299,Current,Nagpur Branch,Open,2025-04-10,
ACC00849,CUST00444,Savings,Kochi Branch,Open,2020-12-15,
ACC00850,CUST00228,NRI,Chennai Branch,Open,2025-01-28,
ACC00851,CUST00408,Savings,Kolkata Branch,Open,2023-09-10,
ACC00852,CUST00419,NRI,Hyderabad Branch,Open,2025-09-25,
ACC00853,CUST00693,Salary,Kolkata Branch,Open,2025-10-18,
ACC00854,CUST00470,Current,Lucknow Branch,Open,2024-11-08,
ACC00855,CUST00401,Savings,Chennai Branch,Open,2025-11-04,
ACC00856,CUST00401,Current,Chennai Branch,Open,2024-06-25,
ACC00857,CUST00021,Savings,Bhopal Branch,Open,2025-07-19,
ACC00858,CUST00671,Savings,Bhubaneswar Branch,Open,2020-11-21,
ACC00859,CUST00391,NRI,Bhubaneswar Branch,Open,2025-10-25,
ACC00860,CUST00570,Savings,Indore Branch,Open,2023-03-14,
ACC00861,CUST00669,Salary,Kochi Branch,Open,2023-02-06,
ACC00862,CUST00588,Savings,Surat Branch,Open,2024-08-26,
ACC00863,CUST00298,Savings,Ahmedabad Branch,Open,2021-04-15,
ACC00864,CUST00731,Savings,Bhopal Branch,Closed,2021-08-18,2022-11-30
ACC00865,CUST00634,Current,Ahmedabad Branch,Open,2025-09-29,
ACC00866,CUST00701,Current,Indore Branch,Open,2024-12-27,
ACC00867,CUST00255,Current,Patna Branch,Open,2025-09-20,
ACC00868,CUST00548,Current,Ahmedabad Branch,Open,2025-08-25,
ACC00869,CUST00063,NRI,Pune Branch,Open,2025-05-17,
ACC00870,CUST00160,Salary,Raipur Branch,Open,2025-06-23,
ACC00871,CUST00439,NRI,Bengaluru Branch,Open,2025-07-05,
ACC00872,CUST00512,Current,Kolkata Branch,Closed,2025-10-19,2025-11-29
ACC00873,CUST00276,NRI,Raipur Branch,Open,2024-10-03,
ACC00874,CUST00686,Current,Hyderabad Branch,Open,2024-10-11,
ACC00875,CUST00202,NRI,Kolkata Branch,Open,2025-10-29,
ACC00876,CUST00296,Salary,Bhopal Branch,Closed,2022-11-21,2024-04-27
ACC00877,CUST00261,Salary,Chandigarh Branch,Open,2023-09-06,
ACC00878,CUST00191,NRI,Bhopal Branch,Open,2024-11-05,
ACC00879,CUST00686,NRI,Hyderabad Branch,Open,2021-10-10,
ACC00880,CUST00161,Salary,Patna Branch,Open,2021-06-26,
ACC00881,CUST00003,Current,Bhopal Branch,Open,2023-11-12,
ACC00882,CUST00138,Salary,Mumbai Branch,Open,2025-11-28,
ACC00883,CUST00095,NRI,Chandigarh Branch,Open,2025-06-22,
ACC00884,CUST00135,NRI,Chennai Branch,Open,2023-10-27,
ACC00885,CUST00282,Savings,Patna Branch,Open,2023-08-25,
ACC00886,CUST00728,Savings,Pune Branch,Closed,2025-11-06,2025-12-04
ACC00887,CUST00420,Salary,Patna Branch,Open,2022-05-27,
ACC00888,CUST00592,Current,Bhubaneswar Branch,Open,2025-04-07,
ACC00889,CUST00209,Salary,Ahmedabad Branch,Open,2025-03-04,
ACC00890,CUST00785,Salary,Hyderabad Branch,Open,2023-09-26,
ACC00891,CUST00696,Current,Chandigarh Branch,Closed,2024-08-22,2025-10-03
ACC00892,CUST00471,NRI,Hyderabad Branch,Open,2023-11-22,
ACC00893,CUST00750,Current,Kochi Branch,Open,2025-10-09,
ACC00894,CUST00027,Current,Surat Branch,Open,2023-08-30,
ACC00895,CUST00687,Salary,Jaipur Branch,Open,2022-09-29,
ACC00896,CUST00503,NRI,Nagpur Branch,Open,2025-08-24,
ACC00897,CUST00233,Current,Pune Branch,Open,2023-08-26,
ACC00898,CUST00166,Salary,Hyderabad Branch,Open,2025-11-06,
ACC00899,CUST00456,Current,Surat Branch,Open,2024-05-21,
ACC00900,CUST00714,Savings,Patna Branch,Open,2025-09-18,
ACC00901,CUST00108,Salary,Lucknow Branch,Open,2023-09-12,
ACC00902,CUST00483,NRI,Patna Branch,Open,2023-08-03,
ACC00903,CUST00250,Savings,Raipur Branch,Open,2024-09-03,
ACC00904,CUST00614,Salary,Chandigarh Branch,Closed,2025-07-02,2025-08-08
ACC00905,CUST00585,NRI,Lucknow Branch,Open,2022-03-14,
ACC00906,CUST00337,Savings,Patna Branch,Open,2024-06-26,
ACC00907,CUST00587,Current,Chennai Branch,Closed,2025-06-16,2025-07-16
ACC00908,CUST00390,Savings,Chennai Branch,Open,2023-09-05,
ACC00909,CUST00694,NRI,Patna Branch,Open,2025-06-21,
ACC00910,CUST00613,Savings,Kochi Branch,Open,2023-11-23,
ACC00911,CUST00332,Current,Surat Branch,Open,2024-12-09,
ACC00912,CUST00738,Current,Raipur Branch,Open,2024-01-16,
ACC00913,CUST00503,NRI,Nagpur Branch,Open,2025-04-25,
ACC00914,CUST00213,Savings,Hyderabad Branch,Closed,2024-11-22,2024-12-09
ACC00915,CUST00022,Salary,Kolkata Branch,Open,2022-08-14,
ACC00916,CUST00796,Current,Delhi Branch,Open,2024-03-27,
ACC00917,CUST00771,Savings,Chandigarh Branch,Open,2024-01-26,
ACC00918,CUST00680,Savings,Bhopal Branch,Open,2025-11-04,
ACC00919,CUST00083,Salary,Bengaluru Branch,Open,2025-09-26,
ACC00920,CUST00556,NRI,Kochi Branch,Open,2025-02-23,
ACC00921,CUST00367,Current,Patna Branch,Open,2022-07-13,
ACC00922,CUST00473,NRI,Chandigarh Branch,Open,2025-11-07,
ACC00923,CUST00508,NRI,Bengaluru Branch,Open,2025-06-09,
ACC00924,CUST00087,Current,Pune Branch,Open,2022-06-13,
ACC00925,CUST00436,Current,Nagpur Branch,Open,2023-05-07,
ACC00926,CUST00322,Salary,Mumbai Branch,Open,2025-06-25,
ACC00927,CUST00673,Salary,Mumbai Branch,Open,2020-02-15,
ACC00928,CUST00319,Savings,Indore Branch,Open,2025-01-31,
ACC00929,CUST00426,NRI,Raipur Branch,Open,2022-08-04,
ACC00930,CUST00405,Salary,Delhi Branch,Open,2023-02-28,
ACC00931,CUST00697,Salary,Indore Branch,Open,2024-11-15,
ACC00932,CUST00431,Savings,Delhi Branch,Open,2021-11-20,
ACC00933,CUST00184,Current,Bengaluru Branch,Open,2024-10-30,
ACC00934,CUST00301,NRI,Bhubaneswar Branch,Closed,2020-07-25,2025-11-14
ACC00935,CUST00118,NRI,Bhubaneswar Branch,Open,2024-02-07,
ACC00936,CUST00111,Current,Patna Branch,Open,2023-09-08,
ACC00937,CUST00739,Salary,Lucknow Branch,Open,2024-02-07,
ACC00938,CUST00448,Savings,Kochi Branch,Open,2023-03-04,
ACC00939,CUST00368,Savings,Hyderabad Branch,Open,2025-02-05,
ACC00940,CUST00424,Current,Indore Branch,Open,2023-06-30,
ACC00941,CUST00184,Salary,Bengaluru Branch,Closed,2023-08-01,2025-01-23
ACC00942,CUST00379,Savings,Nagpur Branch,Open,2021-04-01,
ACC00943,CUST00306,NRI,Kolkata Branch,Open,2025-01-29,
ACC00944,CUST00663,Current,Jaipur Branch,Open,2022-03-31,
ACC00945,CUST00783,Current,Delhi Branch,Open,2023-09-03,
ACC00946,CUST00573,Salary,Chandigarh Branch,Open,2023-12-01,
ACC00947,CUST00735,Current,Surat Branch,Open,2021-10-05,
ACC00948,CUST00398,Savings,Bhubaneswar Branch,Open,2024-10-28,
ACC00949,CUST00193,Savings,Jaipur Branch,Open,2023-06-02,
ACC00950,CUST00437,Savings,Chandigarh Branch,Open,2023-12-05,
ACC00951,CUST00591,Salary,Chennai Branch,Open,2023-04-07,
ACC00952,CUST00093,Savings,Kolkata Branch,Open,2025-04-16,
ACC00953,CUST00611,Salary,Chandigarh Branch,Open,2024-03-08,
ACC00954,CUST00430,Salary,Nagpur Branch,Open,2024-08-01,
ACC00955,CUST00269,Savings,Hyderabad Branch,Closed,2023-08-14,2024-12-27
ACC00956,CUST00656,NRI,Ahmedabad Branch,Open,2020-12-09,
ACC00957,CUST00692,NRI,Kochi Branch,Open,2021-01-03,
ACC00958,CUST00590,Savings,Kolkata Branch,Open,2023-10-02,
ACC00959,CUST00076,NRI,Raipur Branch,Closed,2024-03-01,2024-12-15
ACC00960,CUST00233,Savings,Pune Branch,Closed,2023-12-31,2024-04-15
ACC00961,CUST00745,NRI,Mumbai Branch,Open,2025-10-11,
ACC00962,CUST00770,Savings,Chandigarh Branch,Open,2020-11-25,
ACC00963,CUST00771,Salary,Chandigarh Branch,Open,2025-03-17,
ACC00964,CUST00779,NRI,Hyderabad Branch,Open,2020-05-07,
ACC00965,CUST00720,Savings,Hyderabad Branch,Open,2024-08-03,
ACC00966,CUST00570,Salary,Indore Branch,Open,2025-11-20,
ACC00967,CUST00732,Salary,Mumbai Branch,Open,2025-01-25,
ACC00968,CUST00704,Salary,Bhubaneswar Branch,Open,2024-10-09,
ACC00969,CUST00575,Salary,Patna Branch,Open,2024-03-20,
ACC00970,CUST00145,Savings,Guwahati Branch,Closed,2024-12-28,2025-04-17
ACC00971,CUST00274,Salary,Bhopal Branch,Closed,2025-03-21,2025-08-29
ACC00972,CUST00663,Salary,Jaipur Branch,Open,2023-01-08,
ACC00973,CUST00125,Current,Indore Branch,Closed,2024-06-30,2024-08-01
ACC00974,CUST00404,NRI,Raipur Branch,Open,2025-03-10,
ACC00975,CUST00146,Current,Kochi Branch,Open,2024-11-26,
ACC00976,CUST00521,Current,Indore Branch,Open,2024-02-02,
ACC00977,CUST00140,Salary,Kolkata Branch,Open,2023-04-04,
ACC00978,CUST00172,Salary,Guwahati Branch,Closed,2023-10-23,2024-08-06
ACC00979,CUST00375,Current,Patna Branch,Open,2024-11-01,
ACC00980,CUST00595,Current,Mumbai Branch,Open,2025-09-03,
ACC00981,CUST00326,Current,Kolkata Branch,Open,2023-10-21,
ACC00982,CUST00427,Salary,Kochi Branch,Closed,2024-10-27,2024-12-18
ACC00983,CUST00477,Current,Jaipur Branch,Open,2025-02-19,
ACC00984,CUST00723,Current,Mumbai Branch,Open,2025-09-06,
ACC00985,CUST00597,Current,Kolkata Branch,Open,2022-10-30,
ACC00986,CUST00273,Savings,Kochi Branch,Open,2025-02-24,
ACC00987,CUST00749,Current,Raipur Branch,Open,2024-08-06,
ACC00988,CUST00581,Salary,Kolkata Branch,Open,2022-05-21,
ACC00989,CUST00019,NRI,Hyderabad Branch,Closed,2024-09-29,2025-03-10
ACC00990,CUST00426,Salary,Raipur Branch,Closed,2023-10-31,2024-11-20
ACC00991,CUST00678,Salary,Bhubaneswar Branch,Open,2024-03-22,
ACC00992,CUST00673,Current,Mumbai Branch,Open,2025-03-29,
ACC00993,CUST00174,Current,Bengaluru Branch,Open,2023-02-25,
ACC00994,CUST00677,Salary,Patna Branch,Open,2023-09-03,
ACC00995,CUST00691,Current,Jaipur Branch,Open,2023-11-15,
ACC00996,CUST00670,Current,Nagpur Branch,Open,2023-04-25,
ACC00997,CUST00286,Salary,Kochi Branch,Open,2020-04-20,
ACC00998,CUST00095,NRI,Chandigarh Branch,Open,2025-08-27,
ACC00999,CUST00547,NRI,Raipur Branch,Open,2023-10-18,
ACC01000,CUST00485,Salary,Bhopal Branch,Open,2024-03-06,
